episode,mean,std
episode 0,53.4,48.164629957546325
episode 1,121.35,85.56331912068026
episode 2,190.25,122.49935552999109
episode 3,264.3,158.46072068496974
episode 4,343.35,184.61489789915598
episode 5,425.9,212.31577773138815
episode 6,507.35,241.8512537643095
episode 7,593.55,269.8427368516317
episode 8,675.55,300.48215202272917
episode 9,753.15,331.17959430528106
cumulative sinks,3928.15,1907.445088538455
area,3524.875,1727.411783679484
