episode,mean,std
episode 0,2.15,2.207046132634963
episode 1,4.2,3.221637373824225
episode 2,6.65,4.368246667413417
episode 3,9.5,6.0567491714876045
episode 4,11.4,7.0666004631125965
episode 5,13.75,7.966211540989197
episode 6,16.1,8.674827466811507
episode 7,18.7,9.787747442593725
episode 8,20.9,10.031004567418906
episode 9,23.8,11.478125649297128
cumulative sinks,127.15,67.5568181918785
area,114.175,61.400384663633055
