episode,mean,std
episode 0,13.6,5.051315618102299
episode 1,26.5,9.854200279976794
episode 2,39.3,14.290593151845693
episode 3,53.55,19.15717537689345
episode 4,68.1,21.93507165297284
episode 5,83.0,24.36779583147008
episode 6,96.8,27.732936906748343
episode 7,110.85,30.863494020572183
episode 8,124.95,33.52999442761346
episode 9,137.65,36.554609472462026
cumulative sinks,754.3,216.81573549420884
area,678.675,197.1574494367916
