episode,mean,std
episode 0,2.05,0.22360679774997894
episode 1,4.1,0.44721359549995787
episode 2,6.25,0.7863975156570492
episode 3,8.4,1.0462967275611939
episode 4,10.35,1.3484884325167863
episode 5,12.4,1.5355437918998291
episode 6,14.55,1.8771478925557024
episode 7,16.85,2.814903943392441
episode 8,18.9,3.0070093553492474
episode 9,21.0,3.418217448658846
cumulative sinks,114.85,16.20680493853707
area,103.325,14.416981032978546
