episode,mean,std
episode 0,3.35,9.460583046458996
episode 1,6.8,17.39207320954911
episode 2,11.8,32.96664981462326
episode 3,13.7,35.42835617203587
episode 4,17.3,42.33836135356756
episode 5,21.1,54.32446381162959
episode 6,24.7,63.748766757937325
episode 7,27.0,64.70825213785984
episode 8,28.9,67.35600625740342
episode 9,32.35,76.35600483055809
cumulative sinks,187.0,463.5353844439267
area,169.15,420.69713759300447
