episode,mean,std
episode 0,15.55,9.185085164204207
episode 1,28.7,12.908993193241596
episode 2,44.4,17.88972065917067
episode 3,59.85,21.73833625551631
episode 4,78.15,27.34626886894502
episode 5,94.35,34.458632712588184
episode 6,111.65,41.7993641351787
episode 7,128.2,50.2662385388255
episode 8,143.55,58.5162820346431
episode 9,158.0,66.37770710110436
cumulative sinks,862.4,315.172701195626
area,775.625,281.48926664589203
