episode,mean,std
episode 0,13.35,11.536098948404021
episode 1,18.85,13.944532978913278
episode 2,30.55,18.397582793170926
episode 3,40.5,22.141886954248882
episode 4,50.6,27.450242065848602
episode 5,62.15,29.59956436379285
episode 6,69.95,33.429383545176634
episode 7,83.9,41.805187288308204
episode 8,98.45,52.386694775235476
episode 9,111.7,59.49798758206692
cumulative sinks,580.0,285.7464831482252
area,517.475,254.0860543719702
