episode,mean,std
episode 0,3.6,6.467733679378613
episode 1,7.25,12.916228062728726
episode 2,9.4,13.140535917934484
episode 3,11.65,13.650814512039393
episode 4,13.5,14.009395343651947
episode 5,15.4,14.751984701442005
episode 6,17.1,15.403007225180005
episode 7,19.1,16.192590898309017
episode 8,20.95,16.984435599441593
episode 9,22.7,17.562220216913587
cumulative sinks,140.65,138.11371173211245
area,127.5,126.61607946444784
