episode,mean,std
episode 0,70.5,41.61667176049825
episode 1,146.3,78.30312220702584
episode 2,213.35,114.8643479111453
episode 3,279.75,153.04449817308895
episode 4,353.45,193.17635111881307
episode 5,428.8,231.3128662769608
episode 6,496.2,266.4255796159299
episode 7,565.1,303.0153548306717
episode 8,637.55,340.98517871787794
episode 9,712.7,375.2610459820989
cumulative sinks,3903.7,2091.636908714019
area,3512.1,1884.0150616785363
