episode,mean,std
episode 0,2.35,3.990449123911532
episode 1,5.65,7.9820522357810235
episode 2,7.05,9.121836149418717
episode 3,9.45,10.723682596060582
episode 4,10.7,12.08783642649437
episode 5,12.25,14.447272552649041
episode 6,13.5,15.184826221212445
episode 7,15.2,17.55472645906599
episode 8,16.75,19.363217979620945
episode 9,18.3,22.090960285053015
cumulative sinks,111.2,126.7395173699107
area,100.875,114.87073684890564
