episode,mean,std
episode 0,8.0,8.991223791184261
episode 1,18.75,14.407143695878244
episode 2,22.65,12.265806129235859
episode 3,30.3,14.064138793399334
episode 4,37.05,14.933096411027842
episode 5,44.9,19.13910298728482
episode 6,53.75,19.875599957843047
episode 7,62.15,23.604805487554078
episode 8,72.7,28.977486724043292
episode 9,80.3,29.57968719808988
cumulative sinks,430.55,168.4259871810011
area,386.4,151.09151984284574
