episode,mean,std
episode 0,2.15,1.268027892769755
episode 1,4.5,2.305599590927317
episode 2,6.65,2.9249381459946697
episode 3,9.1,4.178894338785899
episode 4,11.05,4.740364187652563
episode 5,13.25,5.418049755944914
episode 6,15.8,6.63007501743699
episode 7,18.6,7.7690343503451
episode 8,20.55,8.369587803470372
episode 9,22.95,9.179353262392153
cumulative sinks,124.6,50.92760599745072
area,112.05,46.05742982522215
