episode,mean,std
episode 0,7.9,10.233587630419436
episode 1,19.2,20.727809948548785
episode 2,28.6,28.887075966506835
episode 3,39.55,36.26869753730662
episode 4,50.7,42.79707319063081
episode 5,62.5,49.861386811207346
episode 6,76.0,54.06720963666182
episode 7,88.85,61.5076161308928
episode 8,96.35,63.70761749049943
episode 9,106.75,70.46004840370628
cumulative sinks,576.4,411.7729829331742
area,519.075,376.06512856292943
