episode,mean,std
episode 0,6.45,4.904079934095692
episode 1,11.7,7.145848997476565
episode 2,18.0,11.643837312863017
episode 3,23.65,17.89229472500148
episode 4,29.2,24.403623544573517
episode 5,39.0,33.52767906011233
episode 6,44.75,35.85772323767188
episode 7,51.95,39.25419856860102
episode 8,59.75,42.354239208695134
episode 9,66.0,46.592296630056325
cumulative sinks,350.45,254.2126078698694
area,314.225,229.8106471698637
