episode,mean,std
episode 0,3.0,5.399805064707624
episode 1,5.3,8.053113160694277
episode 2,7.35,10.111353701864578
episode 3,9.05,12.415927800929529
episode 4,10.85,13.283448347473634
episode 5,13.9,16.2347904529942
episode 6,15.65,17.812695058950453
episode 7,17.75,19.71073712205449
episode 8,19.55,21.034995902818213
episode 9,21.6,22.919538894966774
cumulative sinks,124.0,141.69908813731783
area,111.7,128.3997048693116
