episode,mean,std
episode 0,8.1,8.058339910010197
episode 1,13.2,10.17530550427176
episode 2,19.15,14.575664650368436
episode 3,23.2,18.681823420528026
episode 4,29.3,22.377385200712183
episode 5,35.35,26.987862769069086
episode 6,40.95,30.098915874863422
episode 7,46.65,34.8202527273999
episode 8,50.8,35.47808812270054
episode 9,56.6,35.26351924402447
cumulative sinks,323.3,226.31815053847956
area,290.95,206.4217642033952
