episode,mean,std
episode 0,1.35,1.1821033884786183
episode 1,3.25,2.7505980211009042
episode 2,4.9,4.024922359499621
episode 3,5.95,4.639362478889348
episode 4,7.75,6.47159786662988
episode 5,8.6,7.059148599326155
episode 6,10.0,8.239826262859264
episode 7,11.4,9.063518545303069
episode 8,12.65,10.07485144202868
episode 9,14.0,11.37402396043861
cumulative sinks,79.85,63.33891711304064
area,72.175,57.31865568446004
