episode,mean,std
episode 0,16.95,13.716969897098073
episode 1,32.35,18.84919375631642
episode 2,51.55,26.962888725451002
episode 3,70.4,36.56342722620947
episode 4,82.3,41.2783873614013
episode 5,102.35,57.799358036864774
episode 6,120.0,61.82317739454916
episode 7,140.9,66.440238283422
episode 8,156.1,68.59100754318654
episode 9,180.4,84.10920220009723
cumulative sinks,953.3,451.35644684136633
area,854.625,407.1043728514063
