app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,4,10,11,14,15,16,17,21,25,26,159,144.0
com.radioplayer.mobile,7,13,22,29,37,45,53,55,64,77,402,360.0
de.komoot.android,28,57,84,139,166,194,224,306,334,416,1948,1726.0
com.funnmedia.waterminder,2,4,6,9,11,13,16,19,21,24,125,112.0
com.pallo.passiontimerscoped,81,160,255,344,426,516,607,697,782,872,4740,4263.5
org.iggymedia.periodtracker,7,20,25,32,38,45,53,62,78,92,452,402.5
com.google.android.wearable.app,34,69,100,103,115,133,145,159,192,231,1281,1148.5
au.com.auspost.android,0,0,0,0,0,0,1,1,1,1,4,3.5
com.calm.android,0,0,0,0,0,2,4,6,8,10,30,25.0
com.outdooractive.Outdooractive,1,14,27,32,39,80,112,120,131,141,697,626.0
