app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,0,0,0,0,0,0,0,0,0,0,0,0.0
com.radioplayer.mobile,13,21,29,35,37,43,50,56,67,75,426,382.0
de.komoot.android,84,141,196,223,251,278,334,363,393,422,2685,2432.0
com.funnmedia.waterminder,0,0,0,0,0,0,0,0,0,0,0,0.0
com.pallo.passiontimerscoped,0,0,0,0,0,0,0,0,0,0,0,0.0
org.iggymedia.periodtracker,7,11,52,62,80,84,98,124,136,147,801,724.0
com.google.android.wearable.app,0,0,0,0,0,0,0,0,0,0,0,0.0
au.com.auspost.android,0,0,0,0,0,0,0,0,0,0,0,0.0
com.calm.android,0,0,0,0,0,0,0,0,0,0,0,0.0
com.outdooractive.Outdooractive,21,33,51,96,96,101,118,172,192,210,1090,974.5
