app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,1,1,2,3,4,4,4,5,5,7,36,32.0
com.radioplayer.mobile,1,6,10,11,17,19,24,32,33,41,194,173.0
de.komoot.android,163,191,269,295,321,399,451,503,662,742,3996,3543.5
com.funnmedia.waterminder,2,6,10,13,15,17,19,21,23,26,152,138.0
com.pallo.passiontimerscoped,88,177,274,359,463,555,647,744,847,952,5106,4586.0
org.iggymedia.periodtracker,14,25,49,79,109,123,153,177,189,234,1152,1028.0
com.google.android.wearable.app,9,18,18,27,31,43,43,54,56,66,365,327.5
au.com.auspost.android,7,15,21,28,35,38,39,41,53,58,335,302.5
com.calm.android,5,7,8,13,14,15,17,21,22,25,147,132.0
com.outdooractive.Outdooractive,6,12,18,74,95,102,107,118,136,141,809,735.5
