app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,1,5,12,13,23,26,30,33,36,43,222,200.0
com.radioplayer.mobile,10,16,33,50,69,91,94,116,138,141,758,682.5
de.komoot.android,84,141,196,223,251,278,334,363,393,422,2685,2432.0
com.funnmedia.waterminder,2,4,6,9,12,14,17,19,21,23,127,114.5
com.pallo.passiontimerscoped,78,177,254,340,433,521,612,700,796,884,4795,4314.0
org.iggymedia.periodtracker,9,28,45,71,78,88,112,115,126,132,804,733.5
com.google.android.wearable.app,20,55,55,57,64,76,76,81,82,84,650,598.0
au.com.auspost.android,0,0,1,1,2,2,2,2,2,2,14,13.0
com.calm.android,0,0,0,0,0,2,2,2,2,5,13,10.5
com.outdooractive.Outdooractive,6,26,30,42,46,48,53,57,60,79,447,404.5
