app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,3,4,4,5,6,6,8,9,10,11,66,59.0
com.radioplayer.mobile,1,6,10,11,17,19,24,32,33,41,194,173.0
de.komoot.android,30,76,162,219,249,333,445,505,588,646,3253,2915.0
com.funnmedia.waterminder,3,5,8,11,14,17,22,25,27,30,162,145.5
com.pallo.passiontimerscoped,2,4,6,8,10,12,14,16,18,20,110,99.0
org.iggymedia.periodtracker,18,62,106,127,142,177,197,212,230,241,1512,1382.5
com.google.android.wearable.app,2,5,7,11,11,23,82,144,146,208,639,534.0
au.com.auspost.android,1,3,5,9,12,14,16,18,22,23,123,111.0
com.calm.android,2,4,6,8,9,13,17,21,23,23,126,113.5
com.outdooractive.Outdooractive,0,0,19,33,38,38,38,38,38,45,287,264.5
