app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,6,11,17,21,26,31,34,42,48,53,289,259.5
com.radioplayer.mobile,6,12,22,34,38,51,55,71,81,87,457,410.5
de.komoot.android,2,2,29,55,83,110,136,163,190,216,986,877.0
com.funnmedia.waterminder,2,4,8,10,12,14,16,18,20,25,129,115.5
com.pallo.passiontimerscoped,2,4,6,94,181,266,344,420,514,594,2425,2127.0
org.iggymedia.periodtracker,15,27,53,65,88,101,111,118,129,139,846,769.0
com.google.android.wearable.app,2,13,18,52,57,91,99,102,137,167,738,653.5
au.com.auspost.android,0,1,1,3,3,3,6,8,8,9,42,37.5
com.calm.android,0,0,2,2,2,2,4,4,4,4,24,22.0
com.outdooractive.Outdooractive,0,0,19,33,38,38,38,38,38,45,287,264.5
