app,episode 0,episode 1,episode 2,episode 3,episode 4,episode 5,episode 6,episode 7,episode 8,episode 9,cumulative sinks,area
com.habitrpg.android.habitica,6,10,14,22,26,30,35,39,43,48,273,246.0
com.radioplayer.mobile,5,10,17,22,25,29,32,36,36,39,251,229.0
de.komoot.android,59,91,123,155,187,219,250,282,344,405,2115,1883.0
com.funnmedia.waterminder,2,4,6,8,10,12,14,16,18,20,110,99.0
com.pallo.passiontimerscoped,14,30,44,56,70,86,101,117,137,153,808,724.5
org.iggymedia.periodtracker,8,21,29,39,50,59,71,86,95,95,553,501.5
com.google.android.wearable.app,2,4,6,10,12,25,27,29,35,35,185,166.5
au.com.auspost.android,1,2,3,4,5,5,5,6,7,8,46,41.5
com.calm.android,2,4,6,8,8,10,12,14,16,16,96,87.0
com.outdooractive.Outdooractive,39,43,47,60,83,93,101,138,172,177,953,845.0
