episode,mean,std
episode 0,0.95,0.7591546545162482
episode 1,2.0,1.3764944032233706
episode 2,2.95,1.79105966869954
episode 3,3.8,2.284962282309918
episode 4,4.85,3.1501879643167827
episode 5,5.6,3.6906710272766046
episode 6,6.6,4.357691325026422
episode 7,7.55,4.936171540139606
episode 8,8.6,5.43284359002578
episode 9,9.65,6.2851118986814685
cumulative sinks,52.55,33.154304316888364
area,47.25,29.80970347139722
