episode,mean,std
episode 0,1.85,1.3484884325167863
episode 1,3.5,2.417044737516849
episode 2,5.05,3.5611204623500763
episode 3,7.0,4.790341159150633
episode 4,8.65,6.26834150817885
episode 5,10.5,7.970339753703959
episode 6,12.45,9.087151137153695
episode 7,14.3,10.260296497203496
episode 8,15.95,11.390092647837234
episode 9,17.8,12.513571579857228
cumulative sinks,97.05,68.86101563064699
area,87.225,62.02916864796669
