episode,mean,std
episode 0,1.25,1.019545822516343
episode 1,2.5,1.2773327473170102
episode 2,3.8,1.9894458366193601
episode 3,4.7,2.473012226755907
episode 4,5.95,3.2359005904970175
episode 5,7.65,3.688888008172938
episode 6,8.9,3.768288736283354
episode 7,10.25,3.9983549248738735
episode 8,11.75,4.327087266340524
episode 9,13.0,4.645314560761311
cumulative sinks,69.75,28.341665441536776
area,62.625,25.867005502844943
