episode,mean,std
episode 0,1.4,1.465390194130093
episode 1,2.9,2.2918620331397284
episode 2,4.7,3.3261325732352947
episode 3,6.1,4.27846504694087
episode 4,7.5,5.021008495888996
episode 5,9.1,5.74822627104726
episode 6,10.9,6.273587070954073
episode 7,12.3,6.8679269836415395
episode 8,13.8,7.536577472566709
episode 9,15.45,8.23647216253479
cumulative sinks,84.15,49.71738550097573
area,75.725,45.171740991581515
