episode,mean,std
episode 0,6.9,2.6337885460422137
episode 1,13.9,4.266145801540309
episode 2,20.65,6.401274544141478
episode 3,28.1,7.5246961820115335
episode 4,35.5,9.017526793621641
episode 5,42.7,10.214025444920024
episode 6,49.9,11.90709651293803
episode 7,56.75,13.653127654015474
episode 8,63.65,15.832262198302221
episode 9,70.25,17.731550827179277
cumulative sinks,388.3,96.91564427512803
area,349.725,87.15903114724438
