episode,mean,std
episode 0,4.9,3.059067625411721
episode 1,9.4,4.36975249208754
episode 2,14.6,7.044221222504227
episode 3,20.4,9.241781555294924
episode 4,24.2,10.420627317211308
episode 5,29.0,12.298908809107289
episode 6,34.55,15.250452969976784
episode 7,39.25,16.351001900736687
episode 8,45.2,19.055597326604175
episode 9,51.0,20.367673044880654
cumulative sinks,272.5,112.53139912697115
area,244.55,101.75937820481992
