episode,mean,std
episode 0,2.05,0.22360679774997894
episode 1,4.1,0.44721359549995787
episode 2,6.15,0.670820393249937
episode 3,8.2,0.8944271909999157
episode 4,10.15,1.2258187382102497
episode 5,12.2,1.4363696929192156
episode 6,14.25,1.6503588126605426
episode 7,16.3,1.8666040089734595
episode 8,18.35,2.084403234046921
episode 9,20.35,2.323223713087621
cumulative sinks,112.1,12.735776379946374
area,100.9,11.469180670961544
