episode,mean,std
episode 0,2.5,2.3951705795753164
episode 1,4.0,3.1455900626281967
episode 2,5.7,4.566468173429809
episode 3,7.25,5.946029192485918
episode 4,8.95,7.351870510285121
episode 5,10.6,8.756351078533017
episode 6,12.4,10.236158819030752
episode 7,14.1,11.350399946581987
episode 8,15.55,11.559798759858282
episode 9,17.1,11.506977288401568
cumulative sinks,98.15,74.7608643750543
area,88.35,68.23471488758103
