episode,mean,std
episode 0,3.0,2.8654015976455156
episode 1,6.3,5.704107476657777
episode 2,9.35,8.00838376492509
episode 3,12.9,10.779610382569492
episode 4,16.45,13.728475976290264
episode 5,19.8,16.279143906108498
episode 6,22.3,16.438401766339055
episode 7,25.7,16.980174197854204
episode 8,28.0,16.992258299156802
episode 9,30.55,17.328027190531227
cumulative sinks,174.35,123.96191053367116
area,157.575,114.09244578064985
