episode,mean,std
episode 0,4.1,1.3726654823065194
episode 1,8.15,2.758241239783443
episode 2,12.2,4.175114243630757
episode 3,16.2,5.708719093125053
episode 4,20.5,6.762901899721979
episode 5,25.1,7.89336830243558
episode 6,29.6,9.394287177798397
episode 7,33.75,10.701082089898051
episode 8,37.7,12.118276757812858
episode 9,41.85,13.495710819601753
cumulative sinks,229.15,73.27114388567843
area,206.175,65.95458465370021
