episode,mean,std
episode 0,8.55,5.725979576043137
episode 1,16.2,11.147810736217506
episode 2,24.1,13.63779577806511
episode 3,32.15,16.135201791180215
episode 4,38.75,18.931663813221544
episode 5,43.8,19.47089595970571
episode 6,49.25,22.152283950205366
episode 7,57.05,23.893348556934374
episode 8,63.8,26.32109420217936
episode 9,71.15,27.186054861773684
cumulative sinks,404.8,177.69477082612016
area,364.95,162.1946442752625
