episode,mean,std
episode 0,9.05,7.976775499437166
episode 1,13.3,8.921293274195762
episode 2,20.65,11.712678690430433
episode 3,27.1,13.756912138228818
episode 4,33.5,16.054184566811955
episode 5,40.35,16.99930339130029
episode 6,45.8,18.55461355594684
episode 7,54.3,22.487657433403445
episode 8,62.65,25.88491737225408
episode 9,70.75,28.181507561183675
cumulative sinks,377.45,153.4276702554008
area,337.55,138.14331802801564
