episode,mean,std
episode 0,1.45,0.998683343734455
episode 1,3.5,1.7917941611104424
episode 2,4.25,1.6819474927657678
episode 3,5.85,1.954078056944394
episode 4,7.15,2.2542357790099112
episode 5,8.85,2.7582412397834433
episode 6,10.8,3.518372829650242
episode 7,12.05,3.4408536272574173
episode 8,13.55,4.795557154393285
episode 9,14.9,4.800219293236289
cumulative sinks,82.35,24.615517142861865
area,74.175,22.10696187082012
