episode,mean,std
episode 0,2.45,0.6863327411532597
episode 1,4.75,0.8506963092234007
episode 2,6.85,1.0894228312566054
episode 3,9.3,1.3018205875255098
episode 4,11.6,1.6026294183720637
episode 5,13.8,1.9084300519426685
episode 6,16.05,1.9324105480761042
episode 7,18.2,2.041671142136162
episode 8,20.4,2.036508880671192
episode 9,22.65,1.9540780569443943
cumulative sinks,126.05,13.766760120323385
area,113.5,12.70205122266313
