episode,mean,std
episode 0,6.3,1.7501879598308412
episode 1,13.0,2.449489742783178
episode 2,19.75,4.01149663631392
episode 3,26.15,5.470254492299816
episode 4,32.5,6.32039305906307
episode 5,38.75,6.950009466104875
episode 6,44.5,8.376030965609075
episode 7,50.2,9.053059965384197
episode 8,55.35,10.15809244421723
episode 9,61.5,11.004783648845384
cumulative sinks,348.0,59.73714351883151
area,314.1,54.20298107940869
