episode,mean,std
episode 0,24.35,11.877776683679837
episode 1,49.05,20.239292165696437
episode 2,76.45,25.4754267564069
episode 3,103.95,31.580265323374608
episode 4,130.5,37.122131290901756
episode 5,157.6,42.793752618319125
episode 6,185.7,49.07577384970479
episode 7,213.35,55.08106466119302
episode 8,239.7,61.541684632193984
episode 9,267.6,67.78169291731244
cumulative sinks,1448.25,393.9731322658544
area,1302.275,355.5163581623954
