episode,mean,std
episode 0,2.05,2.523051619306313
episode 1,4.4,4.235190917215322
episode 2,6.35,4.891184336183448
episode 3,8.55,5.951337753197308
episode 4,11.25,7.107260927722919
episode 5,13.95,8.400971121809294
episode 6,16.0,9.182362956978134
episode 7,18.6,9.735447979852855
episode 8,21.15,11.141553326458379
episode 9,23.85,12.50799744163709
cumulative sinks,126.15,73.7907960313979
area,113.2,66.53459725269965
