App Name,random,SAC,TRPO
com.habitrpg.android.habitica,63.0,246.0,83.0
com.radioplayer.mobile,426.0,396.0,217.0
de.komoot.android,3244.5,3728.0,1985.0
com.funnmedia.waterminder,140.0,165.0,110.0
com.pallo.passiontimerscoped,5043.5,4554.5,829.0
org.iggymedia.periodtracker,555.0,742.0,972.0
com.google.android.wearable.app,1250.0,1145.0,140.0
au.com.auspost.android,30.0,25.0,48.0
com.calm.android,6.0,147.0,341.0
com.outdooractive.Outdooractive,506.0,1277.0,518.0
