App Name,random,SAC,TRPO
com.habitrpg.android.habitica,222.0,50.0,273.0
com.radioplayer.mobile,757.5,225.0,251.0
de.komoot.android,2685.0,3084.0,2115.0
com.funnmedia.waterminder,127.0,112.0,110.0
com.pallo.passiontimerscoped,4794.5,1875.5,807.5
org.iggymedia.periodtracker,804.0,1134.0,553.0
com.google.android.wearable.app,650.0,1404.0,185.0
au.com.auspost.android,14.0,113.0,46.0
com.calm.android,13.0,168.0,96.0
com.outdooractive.Outdooractive,447.0,944.0,953.0
