App Name,random,SAC,TRPO
com.habitrpg.android.habitica,179.0,66.0,63.0
com.radioplayer.mobile,267.0,194.0,185.0
de.komoot.android,70.0,3253.0,2194.0
com.funnmedia.waterminder,129.0,162.0,110.0
com.pallo.passiontimerscoped,0.0,110.0,406.0
org.iggymedia.periodtracker,867.0,1512.0,861.0
com.google.android.wearable.app,266.0,639.0,573.0
au.com.auspost.android,0.0,123.0,40.0
com.calm.android,111.0,126.0,5.0
com.outdooractive.Outdooractive,697.0,287.0,903.0
