App Name,random,SAC,TRPO
com.habitrpg.android.habitica,0.0,158.0,65.0
com.radioplayer.mobile,426.0,396.0,217.0
de.komoot.android,2685.0,3084.0,2115.0
com.funnmedia.waterminder,0.0,143.0,110.0
com.pallo.passiontimerscoped,0.0,7653.5,202.0
org.iggymedia.periodtracker,801.0,8838.0,1683.0
com.google.android.wearable.app,0.0,1059.0,66.0
au.com.auspost.android,0.0,42.0,55.0
com.calm.android,0.0,64.0,20.0
com.outdooractive.Outdooractive,1090.0,1685.0,506.0
