App Name,random,SAC,TRPO
com.habitrpg.android.habitica,0.0,252.0,66.0
com.radioplayer.mobile,0.0,191.5,140.0
de.komoot.android,0.0,4371.0,428.0
com.funnmedia.waterminder,0.0,139.0,110.0
com.pallo.passiontimerscoped,0.0,110.0,406.0
org.iggymedia.periodtracker,0.0,1354.0,942.5
com.google.android.wearable.app,0.0,982.0,129.0
au.com.auspost.android,0.0,123.0,55.0
com.calm.android,0.0,68.0,44.0
com.outdooractive.Outdooractive,0.0,639.0,28.0
