App Name,random,SAC,TRPO
com.habitrpg.android.habitica,69.0,16.0,337.0
com.radioplayer.mobile,551.5,621.0,266.0
de.komoot.android,5215.0,3441.0,1678.0
com.funnmedia.waterminder,138.0,178.0,109.0
com.pallo.passiontimerscoped,5422.0,3121.0,791.0
org.iggymedia.periodtracker,2031.0,2164.0,939.0
com.google.android.wearable.app,145.0,1271.0,588.0
au.com.auspost.android,76.0,306.0,43.0
com.calm.android,46.0,32.0,5.0
com.outdooractive.Outdooractive,226.0,893.0,281.0
