App Name,random,SAC,TRPO
com.habitrpg.android.habitica,179.0,36.0,82.0
com.radioplayer.mobile,267.0,194.0,185.0
de.komoot.android,2548.0,3981.5,1345.0
com.funnmedia.waterminder,131.0,152.0,110.0
com.pallo.passiontimerscoped,4622.5,5106.0,1180.0
org.iggymedia.periodtracker,801.0,1152.0,578.0
com.google.android.wearable.app,436.0,365.0,66.0
au.com.auspost.android,399.0,335.0,40.0
com.calm.android,496.0,147.0,341.0
com.outdooractive.Outdooractive,2065.0,809.0,28.0
