App Name,random,SAC,TRPO
com.habitrpg.android.habitica,22.0,78.0,63.0
com.radioplayer.mobile,418.0,519.0,213.0
de.komoot.android,70.0,3253.0,2194.0
com.funnmedia.waterminder,128.0,115.0,124.0
com.pallo.passiontimerscoped,5178.5,4528.5,836.0
org.iggymedia.periodtracker,593.0,1095.0,763.0
com.google.android.wearable.app,975.0,643.0,181.0
au.com.auspost.android,1.0,1.0,180.0
com.calm.android,6.0,8.0,44.0
com.outdooractive.Outdooractive,563.0,205.0,1114.0
